,date,MA1_9,MA2_9,MA3_9,MA1_12,MA2_12,MA3_12,MOM(1),MOM(2),MOM(3),MOM(6),MOM(9),MOM(12)
5329,2007-02-14,1,1,1,1,0,1,0,1,0,0,1,1
5330,2007-02-15,1,1,1,1,1,1,0,0,1,1,0,1
5331,2007-02-16,0,1,1,0,0,1,1,1,1,0,1,1
5332,2007-02-20,1,0,1,1,0,1,0,1,1,0,0,1
5333,2007-02-21,0,0,0,0,0,0,1,1,1,1,1,1
5334,2007-02-22,0,0,0,0,0,0,1,1,1,1,1,1
5335,2007-02-23,0,0,0,0,0,0,1,1,1,1,1,1
5336,2007-02-26,0,0,0,0,0,0,1,1,1,1,1,1
5337,2007-02-27,0,0,0,0,0,0,1,1,1,1,1,1
5338,2007-02-28,0,0,0,0,0,0,1,1,1,1,1,1
5339,2007-03-01,0,0,0,0,0,0,1,1,1,1,1,1
5340,2007-03-02,0,0,0,0,0,0,0,0,1,1,1,1
5341,2007-03-05,1,1,0,1,0,0,0,0,0,0,1,1
5342,2007-03-06,1,1,1,0,1,0,1,0,0,0,1,1
5343,2007-03-07,0,0,1,0,0,0,1,1,1,1,1,1
5344,2007-03-08,0,0,0,0,0,0,0,1,1,0,1,1
5345,2007-03-09,1,1,1,1,1,0,0,0,0,0,0,1
5346,2007-03-12,1,1,1,1,1,1,0,0,0,0,0,0
5347,2007-03-13,1,1,1,1,1,1,0,0,0,0,0,0
5348,2007-03-14,1,1,1,1,1,1,1,0,0,0,0,0
5349,2007-03-15,1,1,1,1,1,1,0,0,0,0,0,0
5350,2007-03-16,1,1,1,1,1,1,0,0,0,0,0,0
5351,2007-03-19,1,1,1,1,1,1,0,0,0,0,0,0
5352,2007-03-20,1,1,1,1,1,1,0,0,0,0,0,0
5353,2007-03-21,1,1,1,1,1,1,1,1,0,0,0,0
5354,2007-03-22,0,0,0,0,1,1,1,1,1,1,1,0
5355,2007-03-23,0,0,0,0,0,0,1,1,1,1,1,0
5356,2007-03-26,0,0,0,0,0,0,1,1,1,1,1,1
5357,2007-03-27,0,0,0,0,0,0,1,1,1,1,1,1
5358,2007-03-28,0,0,0,0,0,0,1,1,1,1,1,1
5359,2007-03-29,0,0,0,0,0,0,1,1,1,1,1,1
5360,2007-03-30,0,0,0,0,0,0,0,1,1,1,1,1
5361,2007-04-02,0,0,0,0,0,0,1,0,1,1,1,1
5362,2007-04-03,0,0,0,0,0,0,0,0,0,1,1,1
5363,2007-04-04,0,0,0,0,0,0,0,0,0,1,1,1
5364,2007-04-05,1,1,1,0,0,0,0,0,0,1,1,1
5365,2007-04-09,1,1,1,1,1,1,0,0,0,0,0,1
5366,2007-04-10,1,1,1,1,1,1,1,0,0,0,0,1
5367,2007-04-11,1,1,1,1,1,1,1,1,0,0,0,1
5368,2007-04-12,0,1,1,1,1,1,1,1,1,0,0,1
5369,2007-04-13,0,0,1,1,1,1,0,1,1,0,0,1
5370,2007-04-16,0,0,0,1,1,1,1,0,1,0,0,0
5371,2007-04-17,1,0,0,1,1,1,0,0,0,1,0,0
5372,2007-04-18,0,0,0,1,1,1,1,0,0,1,0,0
5373,2007-04-19,1,1,1,1,1,1,0,0,0,0,0,0
5374,2007-04-20,0,1,1,0,1,1,1,1,1,0,1,0
5375,2007-04-23,0,0,0,0,0,0,1,1,1,1,1,1
5376,2007-04-24,0,0,0,0,0,0,0,1,1,1,1,0
5377,2007-04-25,0,0,0,0,0,0,1,1,1,1,1,1
5378,2007-04-26,0,0,0,0,0,0,0,1,0,1,1,1
5379,2007-04-27,0,0,0,0,0,0,1,1,1,1,1,1
5380,2007-04-30,0,0,0,0,0,0,0,1,1,1,1,1
5381,2007-05-01,1,0,0,0,0,0,0,0,0,0,1,1
5382,2007-05-02,1,1,1,1,1,0,0,0,0,0,1,1
5383,2007-05-03,1,1,1,1,1,1,0,0,0,0,0,1
5384,2007-05-04,1,1,1,1,1,1,0,0,0,0,0,0
5385,2007-05-07,1,1,1,1,1,1,0,0,0,0,0,0
5386,2007-05-08,1,1,1,1,1,1,1,1,0,0,0,0
5387,2007-05-09,1,1,1,1,1,1,0,1,0,0,0,0
5388,2007-05-10,1,1,1,1,1,1,1,0,1,0,0,0
5389,2007-05-11,1,1,1,1,1,1,1,1,1,0,0,0
5390,2007-05-14,0,0,1,1,1,1,1,1,1,1,0,0
5391,2007-05-15,0,0,0,0,1,1,1,1,1,1,0,0
5392,2007-05-16,0,0,0,1,0,0,0,1,1,1,0,0
5393,2007-05-17,0,0,0,0,0,0,1,1,1,1,1,1
5394,2007-05-18,0,0,0,0,0,0,1,1,1,1,1,1
5395,2007-05-21,0,0,0,0,0,0,1,1,1,1,1,1
5396,2007-05-22,0,0,0,0,0,0,0,0,1,1,1,1
5397,2007-05-23,0,0,0,0,0,0,1,0,1,1,1,1
5398,2007-05-24,1,0,0,1,0,0,0,0,0,1,1,1
5399,2007-05-25,0,1,1,0,0,0,1,0,0,0,1,1
5400,2007-05-29,1,1,1,1,1,1,0,0,0,0,1,1
5401,2007-05-30,1,1,1,1,1,1,1,0,0,0,1,1
5402,2007-05-31,1,1,1,1,1,1,1,1,0,0,0,1
5403,2007-06-01,0,0,1,0,0,1,1,1,1,0,1,1
5404,2007-06-04,0,0,0,0,0,0,1,1,1,1,0,1
5405,2007-06-05,0,0,0,0,0,0,0,1,1,1,1,1
5406,2007-06-06,0,0,0,0,0,0,1,0,1,1,1,1
5407,2007-06-07,0,0,0,0,0,0,1,1,1,1,1,1
5408,2007-06-08,1,0,0,1,0,0,0,0,0,1,1,0
5409,2007-06-11,0,0,0,0,0,0,1,0,0,1,1,1
5410,2007-06-12,1,0,1,0,0,0,0,1,0,0,1,1
5411,2007-06-13,0,1,0,0,0,0,1,1,1,1,1,1
5412,2007-06-14,0,0,0,0,0,0,1,1,1,1,1,1
5413,2007-06-15,0,0,0,0,0,0,1,1,1,1,1,1
5414,2007-06-18,0,0,0,0,0,0,1,1,1,1,1,1
5415,2007-06-19,0,0,0,0,0,0,1,1,1,1,1,1
5416,2007-06-20,0,0,0,0,0,0,0,0,1,1,1,1
5417,2007-06-21,0,0,0,0,0,0,0,0,0,1,1,1
5418,2007-06-22,0,0,0,0,0,0,1,1,0,1,1,1
5419,2007-06-25,0,0,0,0,0,0,0,1,1,1,1,1
5420,2007-06-26,1,1,0,1,0,0,0,0,0,0,1,1
5421,2007-06-27,0,1,1,0,0,0,1,1,1,0,1,1
5422,2007-06-28,0,0,0,0,0,0,1,1,1,1,1,1
5423,2007-06-29,0,0,0,0,0,0,1,1,1,1,1,1
5424,2007-07-02,0,0,0,0,0,0,1,1,1,1,1,1
5425,2007-07-03,0,0,0,0,0,0,1,1,1,1,1,1
5426,2007-07-05,0,0,0,0,0,0,1,1,1,1,1,1
5427,2007-07-06,0,0,0,0,0,0,1,1,1,1,1,1
5428,2007-07-09,0,0,0,0,0,0,0,1,1,1,1,1
5429,2007-07-10,0,0,0,0,0,0,1,1,1,1,1,1
5430,2007-07-11,0,0,0,0,0,0,0,1,0,1,1,1
5431,2007-07-12,0,0,0,0,0,0,0,0,1,1,1,1
5432,2007-07-13,0,0,0,0,0,0,1,1,1,1,1,1
5433,2007-07-16,0,0,0,0,0,0,1,1,1,1,1,1
5434,2007-07-17,0,0,0,0,0,0,0,1,1,1,1,1
5435,2007-07-18,0,0,0,0,0,0,1,1,1,1,1,1
5436,2007-07-19,0,0,0,0,0,0,1,1,1,1,1,1
5437,2007-07-20,0,0,0,0,0,0,0,1,1,1,1,1
5438,2007-07-23,0,0,0,0,0,0,0,0,0,1,1,1
5439,2007-07-24,1,1,0,1,0,0,0,0,0,0,1,1
5440,2007-07-25,0,1,1,0,0,0,1,1,1,1,1,1
5441,2007-07-26,0,0,1,0,0,0,0,1,1,0,1,1
5442,2007-07-27,0,0,0,0,0,0,1,1,1,1,1,1
5443,2007-07-30,0,0,0,0,0,0,0,1,1,1,1,1
5444,2007-07-31,0,0,0,0,0,0,1,1,1,1,1,1
5445,2007-08-01,0,0,0,0,0,0,0,0,0,1,1,1
5446,2007-08-02,0,0,0,0,0,0,1,0,1,1,1,1
5447,2007-08-03,1,0,0,1,0,0,0,0,0,1,1,1
5448,2007-08-06,1,1,1,1,1,1,0,0,0,0,0,0
5449,2007-08-07,1,1,1,1,1,1,1,0,0,0,0,0
5450,2007-08-08,1,1,1,1,1,1,0,1,0,0,0,0
5451,2007-08-09,1,1,1,1,1,1,0,0,0,0,0,0
5452,2007-08-10,1,1,1,1,1,1,0,0,0,0,0,0
5453,2007-08-13,1,1,1,1,1,1,1,0,0,0,0,0
5454,2007-08-14,1,1,1,1,1,1,1,1,1,1,0,0
5455,2007-08-15,0,0,1,1,1,1,1,1,1,1,0,0
5456,2007-08-16,1,0,0,1,1,1,0,0,0,0,0,0
5457,2007-08-17,1,1,0,1,1,1,1,0,0,1,0,0
5458,2007-08-20,1,1,1,1,1,1,0,1,0,0,0,0
5459,2007-08-21,1,1,1,1,1,1,0,0,0,0,0,0
5460,2007-08-22,1,1,1,1,1,1,0,0,0,0,0,0
5461,2007-08-23,1,1,1,1,1,1,1,1,0,0,0,0
5462,2007-08-24,0,1,1,1,1,1,1,1,1,1,0,0
5463,2007-08-27,0,0,1,0,0,1,1,1,1,1,0,1
5464,2007-08-28,0,0,0,0,0,0,0,1,1,1,0,1
5465,2007-08-29,0,0,0,0,0,0,1,1,1,1,1,1
5466,2007-08-30,0,0,0,0,0,0,0,1,1,1,1,1
5467,2007-08-31,0,0,0,0,0,0,1,1,1,1,1,1
5468,2007-09-04,0,0,0,0,0,0,1,1,1,1,1,1
5469,2007-09-05,0,0,0,0,0,0,1,1,1,1,1,1
5470,2007-09-06,0,0,0,0,0,0,1,1,1,1,1,1
5471,2007-09-07,0,0,0,0,0,0,1,1,1,1,1,1
5472,2007-09-10,0,0,0,0,0,0,1,1,1,1,1,1
5473,2007-09-11,0,0,0,0,0,0,1,1,1,1,1,1
5474,2007-09-12,0,0,0,0,0,0,1,1,1,1,1,1
5475,2007-09-13,0,0,0,0,0,0,1,1,1,1,1,1
5476,2007-09-14,0,0,0,0,0,0,0,0,1,1,1,1
5477,2007-09-17,0,0,0,0,0,0,1,1,1,1,1,1
5478,2007-09-18,0,0,0,0,0,0,1,1,1,1,1,1
5479,2007-09-19,0,0,0,0,0,0,1,1,1,1,1,1
5480,2007-09-20,0,0,0,0,0,0,1,1,1,1,1,1
5481,2007-09-21,0,0,0,0,0,0,0,1,1,1,1,1
5482,2007-09-24,0,0,0,0,0,0,0,0,1,1,1,1
5483,2007-09-25,1,0,0,0,0,0,0,0,0,1,1,1
5484,2007-09-26,1,1,1,1,1,0,0,0,0,0,1,1
5485,2007-09-27,0,1,1,0,0,0,1,1,1,1,1,1
5486,2007-09-28,1,0,1,0,0,0,0,1,1,0,1,1
5487,2007-10-01,1,1,1,1,1,1,0,0,1,0,0,1
5488,2007-10-02,1,1,1,1,1,1,0,0,0,0,0,1
5489,2007-10-03,1,1,1,1,1,1,0,0,0,0,0,0
5490,2007-10-04,0,1,1,1,1,1,1,1,1,1,0,0
5491,2007-10-05,0,0,1,1,1,1,0,1,1,0,0,0
5492,2007-10-08,1,1,1,1,1,1,0,0,0,0,0,0
5493,2007-10-09,1,1,1,1,1,1,1,0,0,0,0,0
5494,2007-10-10,0,0,1,0,1,1,1,1,1,1,0,0
5495,2007-10-11,0,0,0,0,0,0,1,1,1,1,1,1
5496,2007-10-12,0,0,0,0,0,0,1,1,1,1,1,1
5497,2007-10-15,0,0,0,0,0,0,1,1,1,1,1,1
5498,2007-10-16,0,0,0,0,0,0,1,1,1,1,1,1
5499,2007-10-17,0,0,0,0,0,0,0,1,1,1,1,1
5500,2007-10-18,0,0,0,0,0,0,1,1,1,1,1,1
5501,2007-10-19,0,0,0,0,0,0,0,1,1,1,1,1
5502,2007-10-22,0,0,0,0,0,0,0,0,1,1,1,1
5503,2007-10-23,1,0,0,0,0,0,0,0,0,1,1,1
5504,2007-10-24,0,0,0,0,0,0,1,1,0,1,1,1
5505,2007-10-25,0,0,0,0,0,0,1,1,1,1,1,1
5506,2007-10-26,0,0,0,0,0,0,0,1,1,1,1,1
5507,2007-10-29,0,0,0,0,0,0,1,1,1,1,1,1
5508,2007-10-30,0,0,0,0,0,0,0,0,0,1,1,1
5509,2007-10-31,0,0,0,0,0,0,1,1,1,1,1,1
5510,2007-11-01,0,0,0,0,0,0,0,1,1,1,1,1
5511,2007-11-02,0,0,0,0,0,0,1,1,1,1,1,1
5512,2007-11-05,0,0,0,0,0,0,0,1,0,1,1,1
5513,2007-11-06,0,0,0,0,0,0,1,1,1,1,1,1
5514,2007-11-07,0,0,0,0,0,0,0,1,1,1,1,1
5515,2007-11-08,0,0,0,0,0,0,0,0,1,1,1,1
5516,2007-11-09,0,0,0,0,0,0,1,0,0,1,1,1
5517,2007-11-12,1,0,0,0,0,0,0,0,0,0,1,1
5518,2007-11-13,1,1,1,1,1,1,0,0,0,0,0,0
5519,2007-11-14,1,1,1,1,1,1,1,0,0,0,1,1
5520,2007-11-15,1,1,1,1,1,1,0,1,0,0,0,1
5521,2007-11-16,0,1,1,0,1,1,1,1,1,0,1,1
5522,2007-11-19,0,0,1,0,0,1,1,1,1,0,0,1
5523,2007-11-20,0,0,0,0,0,0,1,1,1,1,1,1
5524,2007-11-21,0,0,0,0,0,0,0,1,1,1,1,1
5525,2007-11-23,0,0,0,0,0,0,0,0,1,1,1,1
5526,2007-11-26,0,0,0,0,0,0,0,0,0,1,1,1
5527,2007-11-27,1,1,0,1,0,0,0,0,0,0,1,0
5528,2007-11-28,1,1,1,1,1,1,0,0,0,0,0,0
5529,2007-11-29,1,1,1,1,1,1,1,0,0,0,0,0
5530,2007-11-30,1,1,1,1,1,1,0,0,0,0,0,0
5531,2007-12-03,1,1,1,1,1,1,1,0,0,0,0,0
5532,2007-12-04,1,1,1,1,1,1,0,0,0,0,0,0
5533,2007-12-05,1,1,1,1,1,1,0,0,0,0,0,0
5534,2007-12-06,1,1,1,1,1,1,1,1,1,0,0,0
5535,2007-12-07,1,1,1,1,1,1,0,1,0,0,0,0
5536,2007-12-10,1,1,1,1,1,1,0,0,1,0,0,0
5537,2007-12-11,0,1,1,1,1,1,1,1,0,1,0,0
5538,2007-12-12,0,0,0,0,0,0,1,1,1,1,1,0
5539,2007-12-13,0,0,0,0,0,0,0,1,1,1,1,0
5540,2007-12-14,0,0,0,0,0,0,0,0,1,1,1,1
5541,2007-12-17,0,0,0,0,0,0,0,0,0,1,1,0
5542,2007-12-18,1,1,0,1,0,0,0,0,0,1,1,1
5543,2007-12-19,0,1,1,0,0,0,1,1,0,1,1,1
5544,2007-12-20,1,0,1,0,0,0,0,1,1,0,1,1
5545,2007-12-21,0,0,0,0,0,0,1,1,1,1,1,1
5546,2007-12-24,0,0,0,0,0,0,1,1,1,1,1,1
5547,2007-12-26,0,0,0,0,0,0,1,1,1,1,1,1
5548,2007-12-27,0,0,0,0,0,0,1,1,1,1,1,1
5549,2007-12-28,0,0,0,0,0,0,0,1,1,1,1,1
5550,2007-12-31,0,0,0,0,0,0,0,0,1,1,1,1
5551,2008-01-02,0,0,0,0,0,0,1,1,1,1,1,1
5552,2008-01-03,0,0,0,0,0,0,0,1,1,1,1,1
5553,2008-01-04,0,0,0,0,0,0,0,0,1,1,1,1
5554,2008-01-07,1,1,0,1,0,0,0,0,0,0,1,1
5555,2008-01-08,1,1,1,0,1,0,1,0,0,1,1,1
5556,2008-01-09,1,1,1,1,1,1,0,1,0,0,0,1
5557,2008-01-10,1,1,1,1,1,1,0,0,0,0,0,1
5558,2008-01-11,1,1,1,1,1,1,0,0,0,0,0,0
5559,2008-01-14,1,1,1,1,1,1,1,1,0,0,0,0
5560,2008-01-15,1,1,1,1,1,1,0,0,0,0,0,0
5561,2008-01-16,1,1,1,1,1,1,0,0,0,0,0,0
5562,2008-01-17,1,1,1,1,1,1,0,0,0,0,0,0
5563,2008-01-18,1,1,1,1,1,1,1,0,0,0,0,0
5564,2008-01-22,1,1,1,1,1,1,0,0,0,0,0,0
5565,2008-01-23,1,1,1,1,1,1,0,0,0,0,0,0
5566,2008-01-24,1,1,1,1,1,1,1,1,0,0,0,0
5567,2008-01-25,1,1,1,1,1,1,1,1,1,0,0,0
5568,2008-01-28,0,0,0,1,1,1,1,1,1,1,0,0
5569,2008-01-29,0,0,0,0,0,0,1,1,1,1,0,0
5570,2008-01-30,0,0,0,0,0,0,1,1,1,1,1,0
5571,2008-01-31,0,0,0,0,0,0,0,1,1,1,1,0
5572,2008-02-01,1,1,0,1,1,0,0,0,0,0,0,0
5573,2008-02-04,1,1,1,1,1,1,1,0,0,0,1,0
5574,2008-02-05,1,1,1,1,1,1,0,0,0,0,1,0
5575,2008-02-06,1,1,1,1,1,1,0,0,0,0,0,0
5576,2008-02-07,1,1,1,1,1,1,1,0,0,0,0,0
5577,2008-02-08,0,1,1,0,1,1,1,1,1,1,1,1
5578,2008-02-11,0,0,0,0,0,0,1,1,1,1,1,1
5579,2008-02-12,0,0,0,0,0,0,0,1,1,1,1,1
5580,2008-02-13,0,0,0,0,0,0,1,0,1,1,1,1
5581,2008-02-14,0,0,0,0,0,0,1,1,1,1,1,1
5582,2008-02-15,0,0,0,0,0,0,1,1,1,1,1,1
5583,2008-02-19,0,0,0,0,0,0,1,1,1,1,1,1
5584,2008-02-20,0,0,0,0,0,0,1,1,1,1,1,1
5585,2008-02-21,0,0,0,0,0,0,0,0,1,1,1,1
5586,2008-02-22,0,0,0,0,0,0,1,0,0,1,1,1
5587,2008-02-25,0,0,0,0,0,0,1,1,0,1,1,1
5588,2008-02-26,0,0,0,0,0,0,1,1,1,1,1,1
5589,2008-02-27,0,0,0,0,0,0,0,1,1,0,1,1
5590,2008-02-28,0,0,0,0,0,0,1,1,1,1,1,1
5591,2008-02-29,0,0,0,0,0,0,0,1,1,1,1,1
5592,2008-03-03,0,0,0,0,0,0,1,0,1,1,1,1
5593,2008-03-04,1,0,0,1,0,0,0,0,0,1,0,1
5594,2008-03-05,0,0,0,0,0,0,1,1,1,1,1,1
5595,2008-03-06,0,0,0,0,0,0,1,1,1,1,1,1
5596,2008-03-07,0,0,0,0,0,0,0,1,1,1,1,1
5597,2008-03-10,0,0,0,0,0,0,1,1,1,1,1,1
5598,2008-03-11,0,0,0,0,0,0,1,1,1,1,1,1
5599,2008-03-12,0,0,0,0,0,0,1,1,1,1,1,1
5600,2008-03-13,0,0,0,0,0,0,1,1,1,1,1,1
5601,2008-03-14,0,0,0,0,0,0,0,1,1,1,1,1
5602,2008-03-17,1,0,0,1,0,0,0,0,0,1,1,1
5603,2008-03-18,0,1,0,0,0,0,1,0,0,1,1,1
5604,2008-03-19,1,1,1,1,1,1,0,0,0,0,0,1
5605,2008-03-20,1,1,1,1,1,1,0,0,0,0,0,1
5606,2008-03-24,1,1,1,1,1,1,0,0,0,0,0,0
5607,2008-03-25,1,1,1,1,1,1,1,0,0,0,0,0
5608,2008-03-26,0,1,1,1,1,1,1,1,1,1,0,1
5609,2008-03-27,0,0,1,0,0,1,1,1,1,0,0,0
5610,2008-03-28,0,0,0,1,0,0,0,0,1,1,0,0
5611,2008-03-31,1,1,0,1,1,1,0,0,0,0,0,0
5612,2008-04-01,1,1,1,1,1,1,0,0,0,0,0,0
5613,2008-04-02,0,1,1,0,1,1,1,1,0,1,1,0
5614,2008-04-03,0,0,1,1,0,1,0,1,1,0,1,0
5615,2008-04-04,0,0,0,0,0,0,1,1,1,0,1,0
5616,2008-04-07,0,0,0,0,0,0,1,1,1,1,1,1
5617,2008-04-08,0,0,0,0,0,0,0,1,1,1,1,1
5618,2008-04-09,0,0,0,0,0,0,1,1,1,1,1,1
5619,2008-04-10,0,0,0,0,0,0,0,1,1,1,1,1
5620,2008-04-11,0,0,0,0,0,0,1,0,1,1,1,1
5621,2008-04-14,0,0,0,0,0,0,1,1,1,1,1,1
5622,2008-04-15,0,0,0,0,0,0,1,1,1,1,1,1
5623,2008-04-16,0,0,0,0,0,0,1,1,1,1,1,1
5624,2008-04-17,0,0,0,0,0,0,1,1,1,1,1,1
5625,2008-04-18,0,0,0,0,0,0,1,1,1,1,1,1
5626,2008-04-21,0,0,0,0,0,0,1,1,1,1,1,1
5627,2008-04-22,0,0,0,0,0,0,1,1,1,1,1,1
5628,2008-04-23,0,0,0,0,0,0,1,1,1,1,1,1
5629,2008-04-24,0,0,0,0,0,0,0,0,0,1,1,1
5630,2008-04-25,0,0,0,0,0,0,1,1,1,1,1,1
5631,2008-04-28,0,0,0,0,0,0,0,1,0,1,1,1
5632,2008-04-29,1,1,0,1,0,0,0,0,0,0,1,1
5633,2008-04-30,1,1,1,1,1,1,0,0,0,0,0,1
5634,2008-05-01,1,1,1,1,1,1,0,0,0,0,0,0
5635,2008-05-02,1,1,1,1,1,1,1,1,1,0,0,1
5636,2008-05-05,0,0,1,0,0,1,1,1,1,1,1,1
5637,2008-05-06,0,0,0,0,0,0,1,1,1,1,1,1
5638,2008-05-07,0,0,0,0,0,0,1,1,1,1,1,1
5639,2008-05-08,0,0,0,0,0,0,1,1,1,1,1,1
5640,2008-05-09,0,0,0,0,0,0,1,1,1,1,1,1
5641,2008-05-12,0,0,0,0,0,0,0,1,1,1,1,1
5642,2008-05-13,0,0,0,0,0,0,1,0,1,1,1,1
5643,2008-05-14,0,0,0,0,0,0,0,1,0,1,1,1
5644,2008-05-15,0,0,0,0,0,0,1,0,1,1,1,1
5645,2008-05-16,0,0,0,0,0,0,1,1,1,1,1,1
5646,2008-05-19,0,0,0,0,0,0,1,1,1,1,1,1
5647,2008-05-20,0,0,0,0,0,0,1,1,1,1,1,1
5648,2008-05-21,0,0,0,0,0,0,1,1,1,1,1,1
5649,2008-05-22,0,0,0,0,0,0,0,1,1,1,1,1
5650,2008-05-23,0,0,0,0,0,0,1,0,1,1,1,1
5651,2008-05-27,0,0,0,0,0,0,0,0,0,1,1,1
5652,2008-05-28,0,0,0,0,0,0,1,0,1,1,1,1
5653,2008-05-29,1,1,1,1,0,0,0,0,0,0,1,1
5654,2008-05-30,1,1,1,1,1,0,1,0,0,0,1,1
5655,2008-06-02,1,1,1,1,1,1,1,1,0,0,1,1
5656,2008-06-03,1,1,1,1,1,1,0,0,0,0,0,1
5657,2008-06-04,1,1,1,1,1,1,0,0,0,0,0,0
5658,2008-06-05,0,1,1,1,1,1,1,1,1,0,0,1
5659,2008-06-06,0,0,0,0,0,0,1,1,1,1,1,1
5660,2008-06-09,0,0,0,0,0,0,0,1,1,1,1,1
5661,2008-06-10,0,0,0,0,0,0,0,0,1,1,1,1
5662,2008-06-11,0,0,0,0,0,0,1,1,0,1,1,1
5663,2008-06-12,0,0,0,0,0,0,1,1,1,1,1,1
5664,2008-06-13,0,0,0,0,0,0,0,0,1,1,1,1
5665,2008-06-16,0,0,0,0,0,0,0,0,0,0,1,1
5666,2008-06-17,1,1,0,0,0,0,0,0,0,0,1,1
5667,2008-06-18,0,1,1,0,0,0,1,1,1,1,1,1
5668,2008-06-19,1,1,1,1,0,0,0,0,0,0,0,1
5669,2008-06-20,0,1,1,0,1,0,1,0,1,0,1,1
5670,2008-06-23,0,0,1,0,0,1,1,1,0,1,1,1
5671,2008-06-24,0,0,0,0,0,0,1,1,1,1,1,0
5672,2008-06-25,1,0,0,1,0,0,0,0,0,0,0,0
5673,2008-06-26,0,0,0,0,0,0,1,1,1,1,1,1
5674,2008-06-27,0,0,0,0,0,0,1,1,1,1,1,1
5675,2008-06-30,0,0,0,0,0,0,1,1,1,1,1,1
5676,2008-07-01,0,0,0,0,0,0,1,1,1,1,1,1
5677,2008-07-02,0,0,0,0,0,0,1,1,1,1,1,1
5678,2008-07-03,0,0,0,0,0,0,1,1,1,1,1,1
5679,2008-07-07,0,0,0,0,0,0,0,0,1,1,1,1
5680,2008-07-08,1,1,0,1,1,0,0,0,0,0,0,1
5681,2008-07-09,1,1,1,1,1,1,0,0,0,0,1,1
5682,2008-07-10,0,1,1,0,1,1,1,1,1,1,1,1
5683,2008-07-11,0,0,1,0,0,0,1,1,1,1,1,1
5684,2008-07-14,0,0,0,0,0,0,1,1,1,0,1,1
5685,2008-07-15,1,0,0,1,0,0,0,0,0,0,0,0
5686,2008-07-16,1,1,1,1,1,1,0,0,0,0,0,0
5687,2008-07-17,1,1,1,1,1,1,0,0,0,0,0,0
5688,2008-07-18,1,1,1,1,1,1,0,0,0,0,0,0
5689,2008-07-21,1,1,1,1,1,1,1,1,0,0,0,0
5690,2008-07-22,1,1,1,1,1,1,0,0,0,0,0,0
5691,2008-07-23,1,1,1,1,1,1,0,0,0,0,0,0
5692,2008-07-24,1,1,1,1,1,1,1,0,0,0,0,0
5693,2008-07-25,1,1,1,1,1,1,0,0,0,0,0,0
5694,2008-07-28,1,1,1,1,1,1,1,1,1,0,0,0
5695,2008-07-29,1,1,1,1,1,1,0,0,0,0,0,0
5696,2008-07-30,0,1,1,1,1,1,1,1,1,0,0,0
5697,2008-07-31,1,0,1,1,1,1,0,1,0,1,0,0
5698,2008-08-01,0,0,0,1,1,1,1,0,1,1,0,0
5699,2008-08-04,1,1,1,1,1,1,0,0,0,0,0,0
5700,2008-08-05,1,1,1,1,1,1,0,0,0,0,0,0
5701,2008-08-06,1,1,1,1,1,1,0,0,0,0,0,0
5702,2008-08-07,1,1,1,1,1,1,1,1,0,0,0,0
5703,2008-08-08,1,1,1,1,1,1,0,0,0,0,0,0
5704,2008-08-11,1,1,1,1,1,1,0,0,0,0,0,0
5705,2008-08-12,1,1,1,1,1,1,0,0,0,0,0,0
5706,2008-08-13,1,1,1,1,1,1,1,1,1,0,0,0
5707,2008-08-14,1,1,1,1,1,1,0,1,1,0,0,0
5708,2008-08-15,1,1,1,1,1,1,0,0,1,0,0,0
5709,2008-08-18,1,1,1,1,1,1,0,0,0,0,0,0
5710,2008-08-19,1,1,1,1,1,1,1,1,0,0,0,0
5711,2008-08-20,0,0,1,1,1,1,1,1,1,1,0,0
5712,2008-08-21,0,0,0,0,0,0,1,1,1,1,1,1
5713,2008-08-22,1,0,0,1,0,0,0,0,1,0,1,0
5714,2008-08-25,1,1,0,1,1,0,1,0,0,1,1,0
5715,2008-08-26,0,0,1,0,0,0,1,1,0,1,1,1
5716,2008-08-27,0,0,0,0,0,0,1,1,1,1,1,1
5717,2008-08-28,1,0,0,1,0,0,0,0,1,1,1,1
5718,2008-08-29,1,1,0,1,1,0,0,0,0,0,1,0
5719,2008-09-02,1,1,1,1,1,1,0,0,0,0,0,0
5720,2008-09-03,1,1,1,1,1,1,0,0,0,0,0,0
5721,2008-09-04,1,1,1,1,1,1,0,0,0,0,0,0
5722,2008-09-05,1,1,1,1,1,1,0,0,0,0,0,0
5723,2008-09-08,1,1,1,1,1,1,0,0,0,0,0,0
5724,2008-09-09,1,1,1,1,1,1,0,0,0,0,0,0
5725,2008-09-10,1,1,1,1,1,1,0,0,0,0,0,0
5726,2008-09-11,1,1,1,1,1,1,0,0,0,0,0,0
5727,2008-09-12,1,1,1,1,1,1,1,0,0,0,0,0
5728,2008-09-15,1,1,1,1,1,1,0,0,0,0,0,0
5729,2008-09-16,1,1,1,1,1,1,0,0,0,0,0,0
5730,2008-09-17,1,1,1,1,1,1,1,1,0,0,0,0
5731,2008-09-18,1,1,1,1,1,1,1,1,1,0,0,0
5732,2008-09-19,0,0,0,0,1,1,1,1,1,1,0,0
5733,2008-09-22,0,0,0,0,0,0,1,1,1,1,1,1
5734,2008-09-23,0,0,0,0,0,0,0,1,1,1,1,1
5735,2008-09-24,0,0,0,0,0,0,0,0,1,1,1,1
5736,2008-09-25,0,0,0,0,0,0,1,1,0,1,1,1
5737,2008-09-26,0,0,0,0,0,0,0,0,0,1,1,1
