,date,MA1_9,MA2_9,MA3_9,MA1_12,MA2_12,MA3_12,MOM(1),MOM(2),MOM(3),MOM(6),MOM(9),MOM(12)
1566,1992-02-19,1,1,1,1,1,1,1,0,0,0,0,0
1567,1992-02-20,1,1,1,1,1,1,1,1,0,0,0,0
1568,1992-02-21,1,1,1,1,1,1,1,1,1,0,0,0
1569,1992-02-24,1,1,1,1,1,1,0,0,0,0,0,0
1570,1992-02-25,1,1,1,1,1,1,0,0,0,0,0,0
1571,1992-02-26,1,1,1,1,1,1,1,1,0,1,0,0
1572,1992-02-27,0,0,1,1,1,1,1,1,1,1,0,0
1573,1992-02-28,0,0,0,1,1,1,0,1,1,1,0,0
1574,1992-03-02,1,0,0,1,1,1,0,0,0,0,1,0
1575,1992-03-03,0,1,0,0,1,0,1,0,0,1,1,0
1576,1992-03-04,0,0,0,0,0,0,0,1,0,1,1,0
1577,1992-03-05,0,0,0,0,0,0,0,0,1,1,0,1
1578,1992-03-06,1,0,0,1,0,0,0,0,0,0,1,1
1579,1992-03-09,0,1,1,0,0,0,1,1,1,0,1,1
1580,1992-03-10,0,0,1,0,0,0,0,1,1,1,1,1
1581,1992-03-11,1,1,0,1,1,0,0,0,0,0,0,1
1582,1992-03-12,0,0,0,0,0,0,1,1,1,1,1,1
1583,1992-03-13,0,0,0,0,0,0,1,1,1,1,1,1
1584,1992-03-16,0,0,0,0,0,0,0,1,1,1,1,1
1585,1992-03-17,0,0,0,0,0,0,1,1,1,1,1,1
1586,1992-03-18,0,0,0,0,0,0,0,0,0,1,1,1
1587,1992-03-19,0,0,0,0,0,0,1,1,1,1,1,1
1588,1992-03-20,1,0,0,1,0,0,0,0,0,0,1,1
1589,1992-03-23,1,1,1,0,1,0,1,0,0,0,1,1
1590,1992-03-24,0,1,1,0,0,1,1,1,0,0,1,1
1591,1992-03-25,1,1,1,0,0,0,0,1,1,0,1,1
1592,1992-03-26,0,0,0,0,0,0,1,1,1,1,1,1
1593,1992-03-27,0,0,0,0,0,0,0,1,1,0,1,1
1594,1992-03-30,0,0,0,0,0,0,1,0,1,1,0,1
1595,1992-03-31,0,0,0,0,0,0,1,1,1,1,1,1
1596,1992-04-01,0,0,0,0,0,0,1,1,1,1,1,1
1597,1992-04-02,0,0,0,0,0,0,0,1,1,1,1,1
1598,1992-04-03,0,0,0,0,0,0,1,1,1,1,1,1
1599,1992-04-06,0,0,0,0,0,0,1,1,1,1,1,1
1600,1992-04-07,0,0,0,0,0,0,0,1,1,1,1,1
1601,1992-04-08,0,0,0,0,0,0,1,1,1,1,1,1
1602,1992-04-09,0,0,0,0,0,0,0,1,0,1,1,1
1603,1992-04-10,0,0,0,0,0,0,1,0,1,1,1,1
1604,1992-04-13,1,0,0,0,0,0,0,0,0,0,1,1
1605,1992-04-14,1,1,1,1,1,0,0,0,0,0,0,1
1606,1992-04-15,1,1,1,1,1,1,1,0,0,0,1,1
1607,1992-04-16,1,1,1,0,1,1,1,1,1,0,1,1
1608,1992-04-20,0,0,1,0,0,1,1,1,1,0,0,1
1609,1992-04-21,1,1,1,1,1,1,0,0,1,0,0,1
1610,1992-04-22,1,1,1,1,1,1,0,0,0,0,0,0
1611,1992-04-23,1,1,1,1,1,1,0,0,0,1,0,0
1612,1992-04-24,1,1,1,1,1,1,1,1,0,1,0,0
1613,1992-04-27,0,0,0,0,0,1,1,1,1,1,1,0
1614,1992-04-28,0,0,0,0,0,0,0,1,1,1,1,0
1615,1992-04-29,0,0,0,0,0,0,1,1,1,1,1,1
1616,1992-04-30,0,0,0,0,0,0,1,1,1,1,1,1
1617,1992-05-01,0,0,0,0,0,0,1,1,1,1,1,1
1618,1992-05-04,0,0,0,0,0,0,1,1,1,1,1,1
1619,1992-05-05,0,0,0,0,0,0,0,0,0,1,1,1
1620,1992-05-06,0,0,0,0,0,0,1,0,0,1,1,1
1621,1992-05-07,0,0,0,0,0,0,0,0,0,0,1,1
1622,1992-05-08,0,0,0,0,0,0,1,1,1,0,1,1
1623,1992-05-11,0,0,1,0,0,0,1,1,1,1,1,1
1624,1992-05-12,0,0,0,0,0,0,0,1,1,0,1,1
1625,1992-05-13,1,1,0,1,0,0,0,0,0,0,0,1
1626,1992-05-14,1,1,1,1,1,1,0,0,0,0,0,1
1627,1992-05-15,1,1,1,1,1,1,1,0,0,0,0,0
1628,1992-05-18,1,1,1,1,1,1,0,0,0,0,0,0
1629,1992-05-19,1,1,1,1,1,1,0,0,0,0,0,0
1630,1992-05-20,1,1,1,1,1,1,1,0,0,0,0,0
1631,1992-05-21,0,1,1,0,1,1,1,1,1,1,0,1
1632,1992-05-22,0,0,1,0,0,1,1,1,1,1,0,1
1633,1992-05-26,0,0,0,0,0,0,1,1,1,1,1,1
1634,1992-05-27,0,0,0,0,0,0,1,1,1,1,1,1
1635,1992-05-28,0,0,0,0,0,0,0,1,1,1,1,1
1636,1992-05-29,0,0,0,0,0,0,1,1,1,1,1,1
1637,1992-06-01,0,0,0,0,0,0,0,1,1,1,1,1
1638,1992-06-02,0,0,0,0,0,0,1,1,1,1,1,1
1639,1992-06-03,0,0,0,0,0,0,1,1,1,1,1,1
1640,1992-06-04,0,0,0,0,0,0,1,1,1,1,1,1
1641,1992-06-05,0,0,0,0,0,0,1,1,1,1,1,1
1642,1992-06-08,0,0,0,0,0,0,0,0,0,1,1,1
1643,1992-06-09,1,0,0,0,0,0,0,0,0,1,1,1
1644,1992-06-10,0,0,0,0,0,0,1,1,0,1,1,1
1645,1992-06-11,1,0,1,0,0,0,0,1,0,0,1,1
1646,1992-06-12,1,1,1,1,1,0,0,0,1,0,1,1
1647,1992-06-15,1,1,1,0,1,1,1,1,0,0,1,1
1648,1992-06-16,1,1,1,1,1,1,0,0,0,0,0,1
1649,1992-06-17,1,1,1,1,1,1,1,0,1,1,0,1
1650,1992-06-18,1,1,1,1,1,1,0,1,0,0,0,1
1651,1992-06-19,1,1,1,1,1,1,0,0,0,0,0,0
1652,1992-06-22,0,1,1,0,1,1,1,1,1,1,1,0
1653,1992-06-23,0,0,0,0,0,0,1,1,1,1,1,1
1654,1992-06-24,0,0,0,0,0,0,1,1,1,1,1,1
1655,1992-06-25,0,0,0,0,0,0,0,0,1,1,1,1
1656,1992-06-26,1,0,0,1,0,0,0,0,0,1,1,0
1657,1992-06-29,1,1,1,1,1,0,0,0,0,1,1,0
1658,1992-06-30,1,1,1,1,1,1,0,0,0,0,0,0
1659,1992-07-01,1,1,1,1,1,1,1,0,0,0,0,0
1660,1992-07-02,1,1,1,1,1,1,1,1,0,0,0,0
1661,1992-07-03,1,1,1,1,1,1,1,1,1,0,0,0
1662,1992-07-06,1,1,1,1,1,1,0,0,0,0,0,0
1663,1992-07-07,1,1,1,1,1,1,0,0,0,0,0,0
1664,1992-07-08,1,1,1,1,1,1,0,0,0,0,0,0
1665,1992-07-09,1,1,1,1,1,1,1,0,0,0,0,0
1666,1992-07-10,1,1,1,1,1,1,0,0,0,0,0,0
1667,1992-07-13,1,1,1,1,1,1,1,1,1,0,0,0
1668,1992-07-14,1,1,1,1,1,1,1,1,1,0,0,0
1669,1992-07-15,0,0,1,0,1,1,1,1,1,1,0,0
1670,1992-07-16,0,0,0,0,0,0,1,1,1,1,0,0
1671,1992-07-17,0,0,0,1,0,0,0,0,1,1,0,0
1672,1992-07-20,0,0,0,0,0,0,1,0,1,1,1,0
1673,1992-07-21,0,0,0,0,0,0,1,1,1,1,1,0
1674,1992-07-22,0,0,0,0,0,0,1,1,1,1,1,1
1675,1992-07-23,0,0,0,0,0,0,1,1,1,1,1,1
1676,1992-07-24,0,0,0,0,0,0,0,0,1,1,1,1
1677,1992-07-27,0,0,0,0,0,0,1,0,1,1,1,1
1678,1992-07-28,0,0,0,0,0,0,0,1,0,1,1,1
1679,1992-07-29,0,0,0,0,0,0,0,0,1,1,1,1
1680,1992-07-30,1,1,1,1,0,0,0,0,0,0,1,1
1681,1992-07-31,1,1,1,1,1,1,1,0,0,0,1,1
1682,1992-08-03,1,1,1,1,1,1,0,0,0,0,0,0
1683,1992-08-04,1,1,1,1,1,1,0,0,0,0,0,0
1684,1992-08-05,1,1,1,1,1,1,0,0,0,0,0,0
1685,1992-08-06,1,1,1,1,1,1,1,1,0,0,0,0
1686,1992-08-07,1,1,1,1,1,1,0,1,1,0,0,0
1687,1992-08-10,1,1,1,1,1,1,0,0,0,0,0,0
1688,1992-08-11,1,1,1,1,1,1,0,0,0,0,0,0
1689,1992-08-12,1,1,1,1,1,1,1,1,0,0,0,0
1690,1992-08-13,0,1,1,1,1,1,1,1,1,1,0,0
1691,1992-08-14,0,0,0,1,1,1,0,1,1,0,0,0
1692,1992-08-17,0,0,0,0,0,0,1,1,1,1,1,0
1693,1992-08-18,0,0,0,0,0,0,1,1,1,1,1,0
1694,1992-08-19,0,0,0,0,0,0,0,0,1,1,0,0
1695,1992-08-20,0,0,0,0,0,0,1,0,0,1,1,1
1696,1992-08-21,1,1,0,1,0,0,0,0,0,0,1,1
1697,1992-08-24,0,0,0,0,0,0,1,1,1,1,1,1
1698,1992-08-25,0,0,0,0,0,0,0,1,1,1,1,1
1699,1992-08-26,1,1,0,1,0,0,0,0,1,0,0,1
1700,1992-08-27,1,1,1,1,1,1,0,0,0,0,0,1
1701,1992-08-28,1,1,1,1,1,1,1,1,0,0,0,1
1702,1992-08-31,0,1,1,0,1,1,1,1,1,1,0,1
1703,1992-09-01,0,0,0,0,0,0,1,1,1,0,1,1
1704,1992-09-02,0,0,0,0,0,0,0,1,1,1,1,1
1705,1992-09-03,0,0,0,0,0,0,1,0,1,1,1,1
1706,1992-09-04,0,0,0,0,0,0,1,1,1,1,0,1
1707,1992-09-07,0,0,0,0,0,0,1,1,1,1,1,1
1708,1992-09-08,0,0,0,0,0,0,1,1,1,1,1,1
1709,1992-09-09,0,0,0,0,0,0,1,1,1,1,1,1
1710,1992-09-10,0,0,0,0,0,0,0,0,1,1,1,1
1711,1992-09-11,0,0,0,0,0,0,1,1,1,1,1,1
1712,1992-09-14,0,0,0,0,0,0,1,1,1,1,1,1
1713,1992-09-15,0,0,0,0,0,0,0,1,1,1,1,1
1714,1992-09-16,0,0,0,0,0,0,1,1,1,1,1,1
1715,1992-09-17,0,0,0,0,0,0,0,1,0,1,1,1
1716,1992-09-18,1,1,0,1,0,0,0,0,0,1,1,1
1717,1992-09-21,1,1,1,1,1,1,0,0,0,0,0,1
1718,1992-09-22,1,1,1,1,1,1,0,0,0,0,0,1
1719,1992-09-23,1,1,1,1,1,1,1,0,0,0,0,1
1720,1992-09-24,1,1,1,1,1,1,0,0,0,0,0,0
1721,1992-09-25,1,1,1,1,1,1,0,0,0,0,0,0
1722,1992-09-28,1,1,1,1,1,1,1,1,1,0,0,0
1723,1992-09-29,1,1,1,1,1,1,0,1,1,0,0,0
1724,1992-09-30,0,1,0,1,1,1,1,1,1,1,0,0
1725,1992-10-01,0,0,0,1,1,1,1,1,1,1,0,0
1726,1992-10-02,0,0,0,0,0,0,1,1,1,1,1,0
1727,1992-10-05,0,0,0,1,0,0,0,0,0,1,0,0
1728,1992-10-06,0,0,0,0,0,0,1,0,1,1,1,0
1729,1992-10-07,0,0,0,0,0,0,1,1,0,1,1,0
1730,1992-10-08,0,0,0,0,0,0,1,1,1,1,1,1
1731,1992-10-09,0,0,0,0,0,0,1,1,1,1,1,1
1732,1992-10-12,0,0,0,0,0,0,1,1,1,1,1,1
1733,1992-10-13,0,0,0,0,0,0,0,1,1,1,1,1
1734,1992-10-14,0,0,0,0,0,0,1,0,1,1,1,1
1735,1992-10-15,0,0,0,0,0,0,1,1,1,1,1,1
1736,1992-10-16,0,0,0,0,0,0,0,1,1,1,1,1
1737,1992-10-19,0,0,0,0,0,0,0,0,1,1,1,1
1738,1992-10-20,1,1,1,1,1,0,0,0,0,0,0,0
1739,1992-10-21,1,1,1,1,1,1,0,0,0,0,0,0
1740,1992-10-22,1,1,1,1,1,1,0,0,0,0,0,0
1741,1992-10-23,1,1,1,1,1,1,0,0,0,0,0,0
1742,1992-10-26,1,1,1,1,1,1,1,0,0,0,0,0
1743,1992-10-27,1,1,1,1,1,1,0,0,0,0,0,0
1744,1992-10-28,1,1,1,1,1,1,1,1,1,0,0,0
1745,1992-10-29,1,1,1,1,1,1,0,0,0,0,0,0
1746,1992-10-30,1,1,1,1,1,1,0,0,0,0,0,0
1747,1992-11-02,1,1,1,1,1,1,1,1,0,0,0,0
1748,1992-11-03,1,1,1,1,1,1,0,0,0,0,0,0
1749,1992-11-04,1,1,1,1,1,1,0,0,0,0,0,0
1750,1992-11-05,1,1,1,1,1,1,1,1,0,0,0,0
1751,1992-11-06,1,1,1,1,1,1,0,0,0,0,0,0
1752,1992-11-09,1,1,1,1,1,1,1,1,1,0,0,0
1753,1992-11-10,1,0,1,1,1,1,0,1,0,0,0,0
1754,1992-11-11,1,1,1,1,1,1,0,0,1,0,0,0
1755,1992-11-12,1,1,1,1,1,1,0,0,0,0,0,0
1756,1992-11-13,1,1,1,1,1,1,0,0,0,0,0,0
1757,1992-11-16,1,1,1,1,1,1,1,1,0,1,0,0
1758,1992-11-17,1,1,1,1,1,1,0,1,1,0,0,0
1759,1992-11-18,1,1,1,1,1,1,0,0,1,0,0,0
1760,1992-11-19,0,1,1,0,1,1,1,1,1,1,1,0
1761,1992-11-20,0,0,0,1,0,1,0,1,1,1,0,1
1762,1992-11-23,1,1,0,1,1,1,0,0,0,0,0,0
1763,1992-11-24,1,1,1,1,1,1,1,0,0,0,0,0
1764,1992-11-25,0,1,1,0,1,1,1,1,0,0,1,0
1765,1992-11-27,0,0,1,0,0,1,1,1,1,1,1,0
1766,1992-11-30,1,1,1,1,1,1,0,0,0,0,0,0
1767,1992-12-01,1,1,1,1,1,1,0,0,0,0,0,0
1768,1992-12-02,1,1,1,1,1,1,0,0,0,0,0,0
1769,1992-12-03,1,1,1,1,1,1,0,0,0,0,0,0
1770,1992-12-04,1,1,1,1,1,1,0,0,0,0,0,0
1771,1992-12-07,1,1,1,1,1,1,1,1,0,0,0,0
1772,1992-12-08,1,1,1,1,1,1,0,0,0,0,0,0
1773,1992-12-09,1,1,1,1,1,1,1,0,0,0,0,0
1774,1992-12-10,0,1,1,1,1,1,1,1,1,0,0,0
1775,1992-12-11,1,0,1,1,1,1,0,1,1,1,0,0
1776,1992-12-14,0,0,0,1,1,1,0,0,1,1,0,0
1777,1992-12-15,1,1,0,1,1,1,0,0,0,0,0,0
1778,1992-12-16,0,0,0,0,0,0,1,1,1,1,1,0
1779,1992-12-17,0,0,0,0,0,0,1,1,1,1,1,1
1780,1992-12-18,0,0,0,0,0,0,1,1,1,1,1,1
1781,1992-12-21,0,0,0,0,0,0,1,1,1,1,1,1
1782,1992-12-22,0,0,0,0,0,0,0,0,1,1,1,1
1783,1992-12-23,0,0,0,0,0,0,1,1,1,1,1,1
1784,1992-12-24,0,0,0,0,0,0,1,1,1,1,1,1
1785,1992-12-28,0,0,0,0,0,0,0,0,0,1,1,1
1786,1992-12-29,1,1,0,0,0,0,0,0,0,0,1,1
1787,1992-12-30,1,1,1,1,1,0,1,0,0,0,1,1
1788,1992-12-31,1,1,1,1,1,1,0,0,0,0,0,1
1789,1993-01-04,1,1,1,1,1,1,0,0,0,0,0,1
1790,1993-01-05,1,1,1,1,1,1,1,0,0,0,0,0
1791,1993-01-06,1,1,1,1,1,1,0,1,0,0,0,0
1792,1993-01-07,1,1,1,1,1,1,0,0,0,0,0,0
1793,1993-01-08,1,1,1,1,1,1,0,0,0,0,0,0
1794,1993-01-11,1,1,1,1,1,1,0,0,0,0,0,0
1795,1993-01-12,1,1,1,1,1,1,0,0,0,0,0,0
1796,1993-01-13,1,1,1,1,1,1,1,0,0,0,0,0
1797,1993-01-14,1,1,1,1,1,1,1,1,0,0,0,0
1798,1993-01-15,0,0,1,1,1,1,1,1,1,0,0,0
1799,1993-01-18,0,0,0,0,0,1,1,1,1,1,0,0
1800,1993-01-19,1,1,0,1,1,1,0,0,0,0,0,0
1801,1993-01-20,1,1,1,1,1,1,0,0,0,1,0,0
1802,1993-01-21,0,1,1,0,1,1,1,1,0,1,0,0
1803,1993-01-22,0,0,1,1,0,1,0,1,1,0,0,0
1804,1993-01-25,0,0,0,0,0,0,1,1,1,1,1,1
1805,1993-01-26,0,0,0,0,0,0,1,1,1,1,1,1
1806,1993-01-27,0,0,0,0,0,0,0,1,1,1,1,1
1807,1993-01-28,0,0,0,0,0,0,1,1,1,1,1,1
1808,1993-01-29,0,0,0,0,0,0,0,1,1,1,1,1
1809,1993-02-01,0,0,0,0,0,0,1,0,1,1,1,1
1810,1993-02-02,0,0,0,0,0,0,0,0,0,1,1,1
1811,1993-02-04,0,0,0,0,0,0,1,0,1,1,1,1
1812,1993-02-05,0,0,0,0,0,0,0,1,0,1,1,1
1813,1993-02-08,1,0,0,0,0,0,0,0,1,0,1,1
1814,1993-02-09,1,1,0,0,0,0,1,0,0,0,1,1
1815,1993-02-10,1,1,1,0,0,0,1,1,0,0,1,1
1816,1993-02-11,0,0,0,0,0,0,1,1,1,1,0,1
1817,1993-02-12,1,1,1,1,1,1,0,0,0,0,0,1
1818,1993-02-16,1,1,1,1,1,1,0,0,0,0,0,0
1819,1993-02-17,1,1,1,1,1,1,0,0,0,0,0,0
1820,1993-02-18,1,1,1,1,1,1,1,0,0,0,0,0
1821,1993-02-19,1,1,1,1,1,1,1,1,1,0,0,0
1822,1993-02-22,0,0,1,0,1,1,1,1,1,0,1,1
1823,1993-02-23,0,0,0,0,0,0,1,1,1,1,1,1
1824,1993-02-24,0,0,0,0,0,0,0,1,1,1,1,1
1825,1993-02-25,0,0,0,0,0,0,1,1,1,1,1,1
1826,1993-02-26,0,0,0,0,0,0,0,1,1,1,1,1
1827,1993-03-01,0,0,0,0,0,0,1,0,1,1,1,1
1828,1993-03-02,0,0,0,0,0,0,0,0,0,1,1,1
1829,1993-03-03,0,0,0,0,0,0,0,0,0,0,1,1
1830,1993-03-04,0,0,0,0,0,0,1,1,1,1,1,1
1831,1993-03-05,0,0,0,0,0,0,0,1,1,1,1,1
1832,1993-03-08,0,0,0,0,0,0,0,0,1,1,1,1
1833,1993-03-09,0,0,0,0,0,0,1,0,0,1,1,1
1834,1993-03-10,1,1,1,1,1,1,0,0,0,0,0,1
1835,1993-03-11,1,1,1,1,1,1,0,0,0,0,0,0
1836,1993-03-12,1,1,1,1,1,1,1,0,0,0,0,1
1837,1993-03-15,1,1,1,1,1,1,0,1,0,0,0,0
1838,1993-03-16,1,1,1,1,1,1,0,0,0,0,0,0
1839,1993-03-17,1,1,1,1,1,1,1,0,0,0,0,0
1840,1993-03-18,1,1,1,1,1,1,1,1,1,0,0,0
1841,1993-03-19,1,1,1,1,1,1,0,0,1,0,0,0
1842,1993-03-22,1,1,1,1,1,1,0,0,0,0,0,0
1843,1993-03-23,1,1,1,1,1,1,1,0,0,0,0,0
1844,1993-03-24,1,1,1,1,1,1,0,1,0,0,0,0
1845,1993-03-25,0,0,1,0,1,1,1,1,1,0,0,0
1846,1993-03-26,0,0,0,0,0,0,1,1,1,1,1,1
1847,1993-03-29,0,0,0,0,0,0,0,1,1,1,1,1
1848,1993-03-30,0,0,0,0,0,0,1,0,1,1,1,0
1849,1993-03-31,0,0,0,0,0,0,1,1,1,1,1,1
1850,1993-04-01,0,0,0,0,0,0,1,1,1,1,1,1
1851,1993-04-02,0,0,0,0,0,0,1,1,1,1,1,1
1852,1993-04-05,0,0,0,0,0,0,0,1,1,1,1,1
1853,1993-04-06,1,0,0,0,0,0,0,0,0,1,1,1
1854,1993-04-07,1,1,1,0,0,0,1,0,0,1,1,1
1855,1993-04-08,1,1,1,1,1,1,0,0,0,0,0,1
1856,1993-04-12,0,1,1,0,1,1,1,1,1,0,1,1
1857,1993-04-13,1,1,1,1,1,1,0,1,0,0,1,1
1858,1993-04-14,1,1,1,1,1,1,1,0,1,0,0,0
1859,1993-04-15,1,1,1,1,1,1,0,0,0,0,0,0
1860,1993-04-16,1,1,1,1,1,1,0,0,0,0,0,0
1861,1993-04-19,1,1,1,1,1,1,0,0,0,0,0,0
1862,1993-04-20,1,1,1,1,1,1,1,0,0,0,0,0
1863,1993-04-21,1,1,1,1,1,1,0,1,0,0,0,0
1864,1993-04-22,1,1,1,1,1,1,0,0,0,0,0,0
1865,1993-04-23,1,1,1,1,1,1,1,0,0,0,0,0
1866,1993-04-26,1,1,1,1,1,1,0,1,0,0,0,0
1867,1993-04-27,0,0,1,0,1,1,1,1,1,1,0,0
1868,1993-04-29,0,0,0,0,0,0,1,1,1,1,1,1
1869,1993-04-30,0,0,0,0,0,0,0,1,1,1,1,1
1870,1993-05-03,0,0,0,0,0,0,1,0,1,1,1,1
1871,1993-05-04,0,0,0,0,0,0,0,0,0,1,1,1
1872,1993-05-05,0,0,0,0,0,0,1,0,0,1,1,1
1873,1993-05-06,0,0,0,0,0,0,1,1,0,1,1,1
1874,1993-05-07,0,0,0,0,0,0,0,0,1,0,1,1
1875,1993-05-10,1,1,1,0,0,0,0,0,0,0,1,1
1876,1993-05-11,1,1,1,0,0,0,0,0,0,0,1,1
1877,1993-05-12,1,1,1,1,1,1,0,0,0,0,0,1
1878,1993-05-13,1,1,1,1,1,1,0,0,0,0,0,0
1879,1993-05-14,1,1,1,1,1,1,0,0,0,0,0,0
1880,1993-05-17,1,1,1,1,1,1,1,0,0,0,0,0
1881,1993-05-18,1,1,1,1,1,1,0,0,0,0,0,0
1882,1993-05-19,1,1,1,1,1,1,0,0,0,0,0,0
1883,1993-05-20,1,1,1,1,1,1,1,1,1,0,0,0
1884,1993-05-21,1,1,1,1,1,1,1,1,1,0,0,0
1885,1993-05-24,1,1,1,1,1,1,0,0,1,0,0,0
1886,1993-05-25,0,0,0,0,1,1,1,1,1,1,0,0
1887,1993-05-26,0,0,0,0,0,0,1,1,1,1,1,0
1888,1993-05-27,0,0,0,0,0,0,1,1,1,1,1,0
1889,1993-05-28,0,0,0,0,0,0,0,1,1,1,1,0
1890,1993-06-01,0,0,0,0,0,0,1,1,1,1,1,1
1891,1993-06-02,0,0,0,0,0,0,0,1,1,1,1,1
1892,1993-06-03,1,0,0,0,0,0,0,0,0,1,1,1
1893,1993-06-04,1,1,1,0,0,0,1,0,0,0,1,1
1894,1993-06-07,1,1,1,1,1,1,0,0,0,0,1,1
1895,1993-06-08,1,1,1,1,1,1,1,0,0,0,0,1
1896,1993-06-09,1,1,1,1,1,1,1,1,0,0,0,1
1897,1993-06-10,1,1,1,1,1,1,0,0,0,0,0,0
1898,1993-06-11,1,1,1,1,1,1,0,0,0,0,0,0
1899,1993-06-14,1,1,1,1,1,1,0,0,0,0,0,0
1900,1993-06-15,1,1,1,1,1,1,0,0,0,0,0,0
1901,1993-06-16,1,1,1,1,1,1,1,0,0,0,0,0
1902,1993-06-17,1,1,1,1,1,1,0,1,0,0,0,0
1903,1993-06-18,1,1,1,1,1,1,1,0,1,0,0,0
1904,1993-06-21,1,1,1,1,1,1,0,0,0,0,0,0
1905,1993-06-22,1,1,1,1,1,1,0,0,0,0,0,0
1906,1993-06-23,1,1,1,1,1,1,1,0,0,0,0,0
1907,1993-06-24,1,1,1,1,1,1,0,1,0,0,0,0
1908,1993-06-25,0,1,1,0,1,1,1,1,1,1,0,0
1909,1993-06-28,0,0,0,0,0,0,1,1,1,1,1,0
1910,1993-06-29,0,0,0,0,0,0,1,1,1,1,1,1
1911,1993-06-30,0,0,0,0,0,0,0,0,0,1,1,0
1912,1993-07-01,1,1,0,1,1,0,0,0,0,1,0,0
1913,1993-07-02,1,1,1,1,1,1,0,0,0,0,0,0
1914,1993-07-06,1,1,1,1,1,1,1,0,0,0,0,0
1915,1993-07-07,1,1,1,1,1,1,0,1,0,0,0,0
1916,1993-07-08,1,1,1,1,1,1,0,0,0,0,0,0
1917,1993-07-09,1,1,1,1,1,1,1,0,0,0,0,0
1918,1993-07-12,1,1,1,1,1,1,1,1,1,0,0,0
1919,1993-07-13,1,1,1,1,1,1,0,1,1,1,0,0
1920,1993-07-14,1,1,1,1,1,1,0,0,0,0,0,0
1921,1993-07-15,1,1,1,1,1,1,1,0,0,0,0,0
1922,1993-07-16,1,1,1,1,1,1,0,0,0,0,0,0
1923,1993-07-19,1,1,1,1,1,1,1,0,1,0,0,0
1924,1993-07-20,1,1,1,1,1,1,0,0,0,0,0,0
1925,1993-07-21,1,1,1,1,1,1,1,0,1,0,0,0
1926,1993-07-22,1,1,1,1,1,1,0,1,0,1,0,0
1927,1993-07-23,0,0,0,1,1,1,1,1,1,0,0,0
1928,1993-07-26,0,0,0,0,0,0,1,1,1,1,1,1
1929,1993-07-27,0,0,0,0,0,0,1,1,1,1,1,1
1930,1993-07-28,0,0,0,0,0,0,0,1,1,1,1,1
1931,1993-07-29,0,0,0,0,0,0,0,0,1,1,1,1
1932,1993-07-30,0,0,0,0,0,0,0,0,0,1,1,1
1933,1993-08-02,1,1,0,0,0,0,0,0,0,1,1,1
1934,1993-08-03,1,1,1,1,1,0,0,0,0,0,1,1
1935,1993-08-04,1,1,1,1,1,1,1,0,0,0,1,1
1936,1993-08-05,1,1,1,1,1,1,0,0,0,0,0,1
1937,1993-08-06,1,1,1,1,1,1,0,0,0,0,0,0
1938,1993-08-09,1,1,1,1,1,1,1,1,0,0,0,1
1939,1993-08-10,1,1,1,1,1,1,1,1,1,0,0,0
1940,1993-08-11,0,0,1,0,1,1,1,1,1,1,0,0
1941,1993-08-12,0,0,0,0,0,0,1,1,1,1,1,0
1942,1993-08-13,0,0,0,0,0,0,0,1,1,1,1,0
1943,1993-08-16,0,0,0,0,0,0,0,0,0,1,1,0
1944,1993-08-17,0,0,0,0,0,0,1,0,0,1,1,1
1945,1993-08-18,1,0,0,1,0,0,0,0,0,1,1,0
1946,1993-08-19,1,1,1,1,1,1,0,0,0,0,1,0
1947,1993-08-20,0,1,1,0,0,0,1,1,1,0,1,1
1948,1993-08-23,0,0,0,0,0,0,1,1,1,1,1,1
1949,1993-08-24,0,0,0,0,0,0,0,1,1,1,1,1
1950,1993-08-25,0,0,0,0,0,0,1,1,1,1,1,1
1951,1993-08-26,0,0,0,0,0,0,0,1,0,1,1,1
1952,1993-08-27,0,0,0,0,0,0,1,1,1,1,1,1
1953,1993-08-30,0,0,0,0,0,0,0,1,1,1,1,1
1954,1993-08-31,1,0,0,0,0,0,0,0,0,0,1,1
1955,1993-09-01,1,1,1,1,1,0,0,0,0,0,1,1
1956,1993-09-02,1,1,1,1,1,1,1,0,0,0,0,1
1957,1993-09-03,1,1,1,1,1,1,0,0,0,0,0,1
1958,1993-09-07,1,1,1,1,1,1,0,0,0,0,0,0
1959,1993-09-08,1,1,1,1,1,1,0,0,0,0,0,0
1960,1993-09-09,1,1,1,1,1,1,0,0,0,0,0,0
1961,1993-09-10,1,1,1,1,1,1,0,0,0,0,0,0
1962,1993-09-13,1,1,1,1,1,1,1,1,0,0,0,0
1963,1993-09-14,1,1,1,1,1,1,0,1,0,0,0,0
1964,1993-09-15,1,1,1,1,1,1,0,0,1,0,0,0
1965,1993-09-16,1,1,1,1,1,1,1,0,0,0,0,0
1966,1993-09-17,0,0,1,1,1,1,1,1,1,1,0,0
1967,1993-09-20,0,0,0,0,0,0,1,1,1,1,1,0
1968,1993-09-21,0,0,0,0,0,0,1,1,1,1,1,1
1969,1993-09-22,0,0,0,0,0,0,0,0,1,1,1,0
1970,1993-09-23,0,0,0,0,0,0,0,0,0,1,1,1
1971,1993-09-24,0,0,0,0,0,0,1,0,0,1,1,1
1972,1993-09-27,0,0,0,0,0,0,1,1,0,1,1,1
1973,1993-09-28,0,0,0,0,0,0,1,1,1,1,1,1
1974,1993-09-29,0,0,0,0,0,0,1,1,1,1,1,1
